individualID,domainID,taxonID,subsample1Height,scientificName,elevation,siteID,decimalLatitude,decimalLongitude,leafMassPerArea,ligninPercent,cellulosePercent,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,extractChlAConc,extractChlBConc,extractCarotConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,nitrogenPercent,carbonPercent,eventID,plotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,supportingStemIndividualID,subtype,latitude,longitude,datum,utmZone,easting,northing,horzUncert,crdSource,vertUncert,nlcdClass,appMods,geometry,UTM_E,UTM_N,stemDiameter,height,maxCrownDiameter,ninetyCrownDiameter,growthForm,plantStatus,canopyPosition,shape,crown_size
NEON.PLA.D02.SCBI.00279,D02,FRAM2,25.1,Fraxinus americana L.,269.8,SCBI,38.900539,-78.161859,82,17.455,19.33,0.22,0.885,0.985,9.99,2.96,2.64,0.37,0.175,30.5,67.5,6.75,19.05,24.549999999999997,2.24,49.67,vst_SCBI_2014,SCBI_005,NaN,41,3.1,258.4,NA,basePlot,38.900539,-78.161859,WGS84,17N,746124.796,4309569.174,0.14,GeoXH 6000,0.17,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1618589190983, 38.900539093772)",746121.7593167262,4309568.550658444,103.29999999999998,30.199999999999996,30.89999999999999,23.700000000000003,single bole tree,"Live, insect damaged",Full sun,NA,measured
NEON.PLA.D02.SCBI.01103,D02,QUAL,21.3,Quercus alba L.,336.7,SCBI,38.887763,-78.147164,58.5,17.04,17.22,0.17,0.41,1.67,10.94,3.5,2.38,0.22,0.12,835.7,64.9,8.2,57.3,53.9,2.43,47.9,vst_SCBI_2014,SCBI_008,NaN,41,2.5,330.3,NA,basePlot,38.887763,-78.147164,WGS84,17N,747443.714,4308190.84,0.29,GeoXH 6000,0.41,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1471643148899, 38.8877630910202)",747442.475353329,4308193.011578786,85.79999999999998,36.20000000000001,19.600000000000005,11.499999999999998,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D02.SCBI.01151,D02,JUNI,24.1,Juglans nigra L.,312.6,SCBI,38.896935,-78.146456,65.1,16.3,14.53,0.16,1.68,1.98,9.52,3.01,3.2,0.55,0.11,67.5,53.2,25.1,46.9,16.5,2.25,47.51,vst_SCBI_2014,SCBI_004,NaN,41,5.2,53.1,NA,basePlot,38.896935,-78.146456,WGS84,17N,747473.33,4309210.863,0.3,GeoXH 6000,0.5,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1464556431766, 38.8969352887955)",747477.4883602241,4309213.9851851715,53.79999999999999,25.100000000000005,20.3,14.1,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D02.SCBI.01496,D02,LITU,27.8,Liriodendron tulipifera L.,314.3,SCBI,38.874379,-78.163985,93.5,17.5,21.68,0.21,0.77,1.95,12.01,4.05,2.7,0.46,0.14,241.8,61.4,9.7,13.4,22,2.26,47.18,vst_SCBI_2014,SCBI_013,NaN,41,7.2,157.3,NA,basePlot,38.874379,-78.163985,WGS84,17N,746030.707,4306659.757,0.18,GeoXH 6000,0.27,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1639848445006, 38.8743793523893)",746033.4855235048,4306653.114725756,61.19999999999999,36.800000000000004,12.2,8.8,multi-bole tree,Live,Full sun,NA,measured
NEON.PLA.D02.SCBI.01531,D02,QURU,27.3,Quercus rubra L.,314.3,SCBI,38.874379,-78.163985,108.7,27.5,19.91,0.14,0.47,0.83,10.49,3.06,2.39,0.17,0.12,824.6,53.1,6.3,33.5,18.1,2.78,51.18,vst_SCBI_2014,SCBI_013,NaN,51,7.8,258.6,NA,basePlot,38.874481,-78.163834,WGS84,17N,746043.435,4306671.477,0.18,GeoXH 6000,0.24,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1638340994057, 38.874481276249)",746035.788884838,4306669.935272745,80.10000000000002,28.2,17.600000000000005,15.400000000000002,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D02.SCBI.01594,D02,CAOV3,4.3,Carya ovalis (Wangenh.) Sarg.,567.7,SCBI,38.883305,-78.120382,55.1,16.99,24.96,0.11,1.56,1.1,12.71,4.03,2.83,0.33,0.13,202.7,63,7.8,58.4,23.2,2.04,45.37,vst_SCBI_2014,SCBI_003,NaN,51,4.2,256.6,NA,basePlot,38.883402,-78.120249,WGS84,17N,749793.922,4307780.161,0.24,GeoXH 6000,0.25,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1202492852785, 38.8834020373056)",749789.8363413116,4307779.187658805,13.2,9.3,7.300000000000001,5.9,single bole tree,Live,Full shade,NA,measured
NEON.PLA.D02.SCBI.01630,D02,LITU,15,Liriodendron tulipifera L.,412.1,SCBI,38.884907,-78.13032,55.3,20.27,24.49,0.17,0.81,1.41,14.52,5.17,2.95,0.48,0.14,650.4,76.8,10.6,17.7,67.6,2.33,47.63,vst_SCBI_2014,SCBI_007,NaN,41,5.6,38.7,NA,basePlot,38.884907,-78.13032,WGS84,17N,748914.934,4307919.678,0.26,GeoXH 6000,0.36,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1303202959128, 38.8849070918979)",748918.4353588754,4307924.048410282,103.39999999999998,43.20000000000001,23.400000000000002,21,multi-bole tree,Live,Full sun,NA,measured
NEON.PLA.D02.SCBI.01655,D02,QURU,8.2,Quercus rubra L.,412.1,SCBI,38.884907,-78.13032,62.2,26.51,21.16,0.16,0.72,1.01,13.08,4.24,2.81,0.25,0.13,165.4,55,8.3,44.3,29.4,2.23,48.65,vst_SCBI_2014,SCBI_007,NaN,41,2.7,323.1,NA,basePlot,38.884907,-78.13032,WGS84,17N,748914.934,4307919.678,0.26,GeoXH 6000,0.36,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1303202959128, 38.8849070918979)",748913.3128653916,4307921.837148578,54.09999999999999,29.599999999999998,14.600000000000001,12,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D02.SCBI.01917,D02,ACNEN,5.6,Acer negundo L. var. negundo,493.3,SCBI,38.88477,-78.12516,32.8,15.15,20.41,0.28,1.47,1.58,9.69,3.6,2.14,0.5,0.23,174.9,109.9,6.2,58.1,40.9,3.11,46.49,vst_SCBI_2014,SCBI_010,NaN,51,1.1,251,NA,basePlot,38.884859,-78.125024,WGS84,17N,749374.553,4307928.81,0.19,GeoXH 6000,0.21,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1250243499196, 38.8848589890405)",749373.5129295668,4307928.45187503,26.5,7.599999999999998,13.800000000000002,9.9,single bole tree,"Live,  other damage",Full sun,NA,measured
NEON.PLA.D02.SCBI.01925,D02,ACNEN,7.7,Acer negundo L. var. negundo,493.3,SCBI,38.88477,-78.12516,52.6,17.21,17.44,0.19,1.58,1.13,8.15,2.84,2.25,0.44,0.2,1010.5,69.8,6.1,69.8,33,2.82,48.27,vst_SCBI_2014,SCBI_010,NaN,41,8,276.6,NA,basePlot,38.88477,-78.12516,WGS84,17N,749363.082,4307918.552,0.19,GeoXH 6000,0.3,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.125160164956, 38.8847699200468)",749355.1350178752,4307919.471497204,27.400000000000002,9.1,8.8,8.699999999999998,single bole tree,"Live, physically damaged",Partially shaded,NA,measured
NEON.PLA.D02.SCBI.02256,D02,LITU,15.7,Liriodendron tulipifera L.,397,SCBI,38.894261,-78.137200000000007,58.5,19.51,21.88,0.12,1.1,1.17,10.99,3.73,2.52,0.45,0.13,146.2,56.2,5.9,21.3,38,2.53,48.39,vst_SCBI_2014,SCBI_047,NaN,23,6.2,43.3,NA,basePlot,38.894076,-78.137231,WGS84,17N,748283.484,4308918.579,0.22,GeoXH 6000,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.137230529039, 38.894076068524)",748287.7360737883,4308923.091191097,47.625,24.425,11.416207763996628,9.490312367751487,single bole tree,Live,Partially shaded,NA,height
NEON.PLA.D02.SCBI.02267,D02,JUNI,14.4,Juglans nigra L.,397,SCBI,38.894261,-78.137200000000007,85.3,14.49,16.79,0.18,1.35,0.62,10.24,3.17,3.32,0.32,0.13,134.6,43.2,5.5,22.3,22.8,2.61,48.09,vst_SCBI_2014,SCBI_047,NaN,43,11.7,252.8,NA,basePlot,38.894248,-78.136991,WGS84,17N,748303.683,4308938.363,0.22,GeoXH 6000,0.27,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1369907456403, 38.8942484210553)",748292.5062431631,4308934.903215814,32.25,21.475,14.633198154263951,11.903086907437075,single bole tree,Live,Partially shaded,NA,height
NEON.PLA.D02.SCBI.02369,D02,JUNI,13.6,Juglans nigra L.,415.9,SCBI,38.893934,-78.135517,54.2,10.93,21.44,0.26,1.3,2.17,14.8,4.91,4.01,0.36,0.12,1381.8,40,7.6,60.7,27.7,2.91,46.4,vst_SCBI_2014,SCBI_067,NaN,59,12.7,265,NA,basePlot,38.894136,-78.135527,WGS84,17N,748431.014,4308929.836,0.16,GeoXH 6000,0.18,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1355273777179, 38.8941356809132)",748418.3623273342,4308928.729122067,45.1,25.199999999999996,16.49714683490967,13.543283740310327,single bole tree,"Live,  other damage",NA,NA,height
NEON.PLA.D02.SCBI.02392,D02,LITU,14.2,Liriodendron tulipifera L.,415.9,SCBI,38.893934,-78.135517,58,18.98,21.44,0.23,1.62,0.8,9.79,3.14,2.5,0.63,0.14,102.5,53.9,11.8,19.6,21.2,2.12,46.73,vst_SCBI_2014,SCBI_067,NaN,59,5.4,206.3,NA,basePlot,38.894136,-78.135527,WGS84,17N,748431.014,4308929.836,0.16,GeoXH 6000,0.18,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1355273777179, 38.8941356809132)",748428.6214155696,4308924.994973276,37.325,24.849999999999998,11.564780457598028,9.623362826186955,multi-bole tree,Live,NA,NA,height
NEON.PLA.D02.SCBI.02549,D02,JUNI,24.3,Juglans nigra L.,365.1,SCBI,38.894615,-78.13964,84.5,17.86,16.27,0.14,0.89,1.47,12.56,3.64,3.47,0.39,0.11,499,62.5,8.4,40,28.3,2.4,48.63,vst_SCBI_2014,SCBI_049,NaN,41,17.2,26.2,NA,basePlot,38.894615,-78.13964,WGS84,17N,748072.637,4308971.817,0.17,GeoXH 6000,0.23,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1396395893522, 38.8946147832869)",748080.230900668,4308987.249843958,55.45,25.749999999999996,16.76629808349392,13.78134281424834,single bole tree,"Live,  other damage",Partially shaded,NA,height
NEON.PLA.D02.SCBI.02574,D02,LITU,24.7,Liriodendron tulipifera L.,365.1,SCBI,38.894615,-78.13964,83.6,19.48,18.72,0.125,1.09,0.9,11.97,3.76,2.59,0.6,0.13,1514.75,41.3,8.850000000000001,21.65,28.25,2.28,47.82,vst_SCBI_2014,SCBI_049,NaN,43,9.1,208.3,NA,basePlot,38.894621,-78.139404,WGS84,17N,748093.013,4308973.178,0.26,GeoXH 6000,0.49,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1394044281146, 38.8946212790764)",748088.6987972977,4308965.165656083,43.974999999999994,27.35,12.42630628551003,10.397419048676912,single bole tree,Live,Partially shaded,NA,height
NEON.PLA.D02.SCBI.03296,D02,FRAM2,9.7,Fraxinus americana L.,359,SCBI,38.890566,-78.139431,87.8,17.42,26.509999999999998,0.2,0.87,1.27,10.3,2.91,2.65,0.21,0.15,835.6,62.7,5.6,33.2,26.7,2.22,47.56,vst_SCBI_2014,SCBI_045,NaN,57,7.3,122.5,NA,basePlot,38.890738,-78.139636,WGS84,17N,748086.405,4308541.522,0.17,GeoXH 6000,0.24,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1396364885276, 38.8907381254572)",748092.5617575544,4308537.599712859,17.500000000000004,11.600000000000001,6.953164718912383,5.480998847629702,single bole tree,Live,NA,NA,height
NEON.PLA.D02.SCBI.03301,D02,JUNI,9.2,Juglans nigra L.,359,SCBI,38.890566,-78.139431,85.2,13.15,15.6,0.17,1.48,1.65,9.58,3.37,3.23,0.28,0.11,31.1,55.5,10.4,32.6,15,2.46,47.57,vst_SCBI_2014,SCBI_045,NaN,21,15.6,37.6,NA,basePlot,38.890388,-78.139665,WGS84,17N,748085.124,4308502.627,0.2,GeoXH 6000,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1396652920743, 38.8903884215562)",748094.6422645568,4308514.986718437,49.075,20.949999999999996,14.364224436911902,11.667676879279096,single bole tree,Live,NA,NA,height
NEON.PLA.D02.SCBI.13001,D02,QUVE,27.3,Quercus velutina Lam.,312.6,SCBI,38.896935,-78.146456,107.6,24.84,19.7,0.1,0.66,0.95,9.94,2.83,2.22,0.24,0.11,138.8,45.3,8.6,30.1,29.2,2.09,46.91,vst_SCBI_2017,SCBI_004,NaN,25,14.4,302.4,NA,basePlot,38.896735,-78.146245,WGS84,17N,747492.332,4309189.196,0.2,GeoXH 6000,0.23,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1462446007178, 38.8967349259255)",747480.1736778729,4309196.911905848,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SCBI.13002,D02,FRAM2,24,Fraxinus americana L.,312.6,SCBI,38.896935,-78.146456,99.2,16.52,22.98,0.17,0.99,1.31,8.86,2.68,2.06,0.28,0.17,312.5,75,8.1,41.8,29.5,1.92,48.87,vst_SCBI_2017,SCBI_004,NaN,21,6.5,72.1,NA,basePlot,38.896718,-78.146703,WGS84,17N,747452.623,4309186.107,0.19,GeoXH 6000,0.24,deciduousForest,bgc|brd|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1467030572893, 38.8967183098574)",747458.8083636252,4309188.104818015,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SCBI.13004,D02,QUAL,7,Quercus alba L.,269.8,SCBI,38.900539,-78.161859,86.7,18.81,20.38,0.15,0.58,0.52,11.63,3.58,2.55,0.34,0.12,241.5,38.7,3.6,75.2,12.4,2.55,49,vst_SCBI_2017,SCBI_005,NaN,21,3.7,73.4,NA,basePlot,38.900357,-78.16211,WGS84,17N,746103.668,4309548.336,0.11,GeoXH 6000,0.11,deciduousForest,bgc|brd|cdw|cfc|dhp|hbp|sme|vst,"c(-78.162109745793, 38.9003574626235)",746107.2137935255,4309549.393046959,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SCBI.13010Z,D02,QUMO4,25.7,Quercus montana Willd.,314.3,SCBI,38.874379,-78.163985,54.2,26.14,21.48,0.17,0.36,0.91,14.42,3.91,3.56,0.1,0.12,393.8,56.4,7.9,32.6,18.1,2.26,50.99,vst_SCBI_2017,SCBI_013,NaN,51,12.8,337.3,NA,basePlot,38.874481,-78.163834,WGS84,17N,746043.435,4306671.477,0.18,GeoXH 6000,0.24,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1638340994057, 38.874481276249)",746038.4954026584,4306683.285487545,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SCBI.13011,D02,QUMO4,23.9,Quercus montana Willd.,336.7,SCBI,38.887763,-78.147164,81.7,23.33,20.29,0.13,0.37,0.94,11.76,3.41,2.56,0.13,0.15,266.7,65.4,10.8,30.5,18.2,2.66,50.44,vst_SCBI_2017,SCBI_008,NaN,61,7.7,83.8,NA,basePlot,38.887932,-78.146961,WGS84,17N,747460.763,4308210.115,0.13,GeoXH 6000,0.17,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1469610351105, 38.8879317717139)",747468.4179624226,4308210.946595039,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SCBI.13012,D02,QURU,29,Quercus rubra L.,336.7,SCBI,38.887763,-78.147164,93.2,29.01,19.25,0.16,0.92,0.91,11.51,4.12,2.54,0.31,0.13,471.9,45.7,7.2,43.3,12.7,2.2,49.18,vst_SCBI_2017,SCBI_008,NaN,49,2.6,344.7,NA,basePlot,38.887847,-78.147303,WGS84,17N,747431.429,4308199.804,0.19,GeoXH 6000,0.24,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1473025586874, 38.8878472290935)",747430.7429300701,4308202.311849288,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SCBI.13013,D02,LITU,16.9,Liriodendron tulipifera L.,366.4,SCBI,38.879732,-78.139901,41.2,12.28,30.16,0.135,1.25,2.245,11.33,4.06,2.47,0.845,0.12,224.3,81.05,11.55,20.6,23.450000000000003,2.17,45.41,vst_SCBI_2017,SCBI_011,NaN,51,7.2,103.3,NA,basePlot,38.879811,-78.139774,WGS84,17N,748112.484,4307328.297,0.17,GeoXH 6000,0.24,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1397743744878, 38.879811398373)",748119.490887884,4307326.640641892,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SCBI.13014,D02,LITU,17.9,Liriodendron tulipifera L.,366.4,SCBI,38.879732,-78.139901,57.1,21.16,24.75,0.14,1.55,1.56,11.93,3.89,2.77,0.64,0.13,199.5,87.7,8.7,20.9,27.4,2.14,45.6,vst_SCBI_2017,SCBI_011,NaN,21,4.7,11.6,NA,basePlot,38.879548,-78.140114,WGS84,17N,748083.976,4307298.123,0.2,GeoXH 6000,0.25,deciduousForest,brd|cdw|cfc|dhp|hbp|vst,"c(-78.1401135264833, 38.8795478696327)",748084.9210662295,4307302.727003673,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SCBI.13015,D02,SASSA,13.9,Sassafras sp.,397,SCBI,38.894261,-78.137200000000007,58,28.68,16.74,0.13,0.62,0.56,13.29,4.14,3.22,0.25,0.16,365.6,72.4,6.4,15,25.6,2.55,50.58,vst_SCBI_2017,SCBI_047,NaN,41,5.2,11.7,NA,basePlot,38.894261,-78.137200000000007,WGS84,17N,748285.515,4308939.151,0.18,GeoXH 6000,0.21,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1371996992008, 38.8942606476552)",748286.5694939359,4308944.242958615,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SCBI.13017,D02,CATO6,6.3,Carya tomentosa (Lam.) Nutt.,412.1,SCBI,38.884907,-78.13032,42,12.71,25.29,0.18,1.17,1.21,21.33,6.91,4.97,0.35,0.15,99.8,53.7,5,40.8,22.2,2.78,46.43,vst_SCBI_2017,SCBI_007,NaN,41,11,356.6,NA,basePlot,38.884907,-78.13032,WGS84,17N,748914.934,4307919.678,0.26,GeoXH 6000,0.36,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1303202959128, 38.8849070918979)",748914.2816298907,4307930.658638108,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SCBI.13018,D02,QURU,14.9,Quercus rubra L.,567.7,SCBI,38.883305,-78.120382,89.4,26.64,18.93,0.12,0.67,1.04,13.76,4.59,3,0.18,0.11,1320,50.7,8.7,48,69.7,2.14,50.27,vst_SCBI_2017,SCBI_003,NaN,41,14,222.5,NA,basePlot,38.883305,-78.120382,WGS84,17N,749782.77,4307769.039,0.25,GeoXH 6000,0.52,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1203817439315, 38.8833051072067)",749773.3117370934,4307758.717117284,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SCBI.13019,D02,SASSA,6.1,Sassafras sp.,567.7,SCBI,38.883305,-78.120382,38.5,24.87,21.12,0.15,0.77,1.15,19.61,6.74,4.41,0.24,0.2,1002.9,61.2,6.2,27.7,29.4,2.89,49.62,vst_SCBI_2017,SCBI_003,NaN,51,12.6,164.2,NA,basePlot,38.883402,-78.120249,WGS84,17N,749793.922,4307780.161,0.24,GeoXH 6000,0.25,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1202492852785, 38.8834020373056)",749797.3527311127,4307768.037053281,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SERC.08010,D02,ACRU,23.6,Acer rubrum L.,19.1,SERC,38.880974,-76.55872,69.8,9.82,12.03,0.133,0.591,0.671,3.19,2.02,0.52,0.198,0.112,129.8,53.4,6.9,45.4,20.2,1.1,45.3,vst_SERC_2015,SERC_045,NaN,23,2.4,311.8,NA,basePlot,38.8808,-76.558713,WGS84,18N,364798.551,4304703.529,0.16,GeoXH 6000,0.19,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-76.5587131279219, 38.8808002186328)",364796.76185760077,4304705.128677929,30.800000000000008,24.375000000000004,13.746704049536426,11.254272632755494,single bole tree,"Live,  other damage",Partially shaded,NA,height
NEON.PLA.D02.SERC.08020,D02,CATO6,25.1,Carya tomentosa (Lam.) Nutt.,19.1,SERC,38.880974,-76.55872,62.7,9.91,18.2,0.121,0.849,1.052,3.37,1.55,0.61,0.496,0.131,552.6,66.9,7.7,77.7,57.4,2.8,51.2,vst_SERC_2015,SERC_045,NaN,23,15.1,349.5,NA,basePlot,38.8808,-76.558713,WGS84,18N,364798.551,4304703.529,0.16,GeoXH 6000,0.19,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-76.5587131279219, 38.8808002186328)",364795.79924356507,4304718.376149104,38.574999999999996,26.5,12.685574044742095,10.402783895744003,single bole tree,Live,Partially shaded,NA,height
NEON.PLA.D02.SERC.09556,D02,LIST2,13.3,Liquidambar styraciflua L.,10.7,SERC,38.890806,-76.553978,90.1,10.05,12.31,0.204,0.85,0.895,3.72,2.72,0.37,0.266,0.157,1473.5,76.5,5.5,35.8,39.4,1.5,47.7,vst_SERC_2015,SERC_044,NaN,43,8.2,323.5,NA,basePlot,38.890805,-76.55376,WGS84,18N,365247.088,4305806.509,0.28,GeoXH 6000,0.33,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-76.5537602565081, 38.8908049976478)",365242.21045314864,4305813.100626256,24.875,20.4,8.0249132825794,6.246617762638874,multi-bole tree,Live,NA,NA,height
NEON.PLA.D02.SERC.09571,D02,ACRU,13.3,Acer rubrum L.,10.7,SERC,38.890806,-76.553978,62.8,8.81,13.01,0.285,0.727,0.601,4.22,2.26,0.81,0.169,0.144,810.2,62.1,7.1,37,22.6,1.4,46.5,vst_SERC_2015,SERC_044,NaN,41,6.8,99.7,NA,basePlot,38.890806,-76.553978,WGS84,18N,365228.174,4305806.958,0.22,Geo 7X (H-Star),0.28,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-76.5539783567038, 38.890806140525)",365234.8767835898,4305805.812272219,22.200000000000003,17.424999999999997,10.688939763971455,8.583624911110132,single bole tree,Live,NA,NA,height
NEON.PLA.D02.SERC.09660,D02,LITU,28.6,Liriodendron tulipifera L.,5.7,SERC,38.885634,-76.5602,63.9,8.63,14.38,0.219,1.775,1.825,5.01,2.29,0.97,0.509,0.206,497.6,67.1,6.7,44.4,18.8,2,44,vst_SERC_2015,SERC_047,NaN,41,23.5,133.1,NA,basePlot,38.885634,-76.5602,WGS84,18N,364678.738,4305242.129,0.17,GeoXH 6000,0.25,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-76.5602000851401, 38.8856335859956)",364695.8968135006,4305226.072066318,61.19999999999999,35.37499999999999,13.292807532639038,10.770548761581125,single bole tree,Live,Partially shaded,NA,height
NEON.PLA.D02.SERC.09827,D02,QUAL,17.6,Quercus alba L.,3.5,SERC,38.886501,-76.561507,72.2,10.31,15.97,0.129,0.744,0.728,3.62,2.3,0.47,0.159,0.126,299.8,66.7,7.5,57.3,15.5,1.7,48.3,vst_SERC_2015,SERC_049,NaN,41,14.5,339.3,NA,basePlot,38.886501,-76.561507,WGS84,18N,364567.055,4305340.314,0.26,GeoXH 6000,0.35,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-76.5615066665577, 38.8865008445459)",364561.9296147652,4305353.8779384475,62.52499999999999,33.025,14.407643174217439,11.132339505010423,single bole tree,Live,Partially shaded,NA,height
NEON.PLA.D02.SERC.09839,D02,LIST2,25.6,Liquidambar styraciflua L.,3.5,SERC,38.886501,-76.561507,55.7,14.76,17.46,0.168,1.043,1.394,3.83,2.08,0.58,0.326,0.132,1178.2,59.3,4.4,47.4,58.4,1.3,47.2,vst_SERC_2015,SERC_049,NaN,41,19.2,62.8,NA,basePlot,38.886501,-76.561507,WGS84,18N,364567.055,4305340.314,0.26,GeoXH 6000,0.35,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-76.5615066665577, 38.8865008445459)",364584.13179436716,4305349.090280199,63.52500000000002,32.47500000000001,11.370764374283448,9.09087708457635,single bole tree,Live,Partially shaded,NA,height
NEON.PLA.D02.SERC.09843,D02,FAGR,12.4,Fagus grandifolia Ehrh.,3.5,SERC,38.886501,-76.561507,39,16.69,24.52,0.102,0.925,0.487,4.61,2.02,0.75,0.127,0.154,415.1,83.1,5.1,50.1,19.2,1.8,47.6,vst_SERC_2015,SERC_049,NaN,59,10,119.3,NA,basePlot,38.886662,-76.561497,WGS84,18N,364568.242,4305358.154,0.27,GeoXH 6000,0.32,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-76.5614965043233, 38.8866617334325)",364576.96269272437,4305353.260175482,38.324999999999996,22.175000000000004,14.90534348861533,13.8563145154925,single bole tree,Live,Mostly shaded,NA,height
NEON.PLA.D02.SERC.11271,D02,LITU,25.6,Liriodendron tulipifera L.,11.4,SERC,38.895032,-76.558913,82.4,15.58,15.16,0.167,1.174,1.27,4.84,4.53,0.32,0.325,0.156,88.9,58.1,6.3,35.1,19.3,1.4,49.8,vst_SERC_2016,SERC_002,NaN,49,3.9,109.9,NA,basePlot,38.89513,-76.559014,WGS84,18N,364799.593,4306294.273,0.19,GeoXH 6000,0.34,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5590143696484, 38.8951300989421)",364803.2601236953,4306292.945519755,60.50000000000001,33.20000000000001,15.599999999999998,11.000000000000002,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D02.SERC.11273,D02,QUAL,23.4,Quercus alba L.,11.4,SERC,38.895032,-76.558913,81.3,11.12,15.24,0.138,0.654,0.923,4.22,2.08,0.62,0.133,0.117,134.7,65.5,5.8,52.4,14.6,1.9,47.9,vst_SERC_2016,SERC_002,NaN,49,17,168.9,NA,basePlot,38.89513,-76.559014,WGS84,18N,364799.593,4306294.273,0.19,GeoXH 6000,0.34,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5590143696484, 38.8951300989421)",364802.8658734309,4306277.591024712,88.19999999999999,31.699999999999996,20.599999999999998,13.2,single bole tree,Live,Full sun,NA,measured
